HelpfulnessNumerator,HelpfulnessDenominator,Score,Summary,Text
54,63,3,"Not bad, but decidedly unlike any other K-Cup product","Full disclosure - I worked briefly for the people who make this product back in the late '70s.  Since I had a personal connection to the product, I really wanted to like it.  And it's not bad - it's OK, but it's just a bit odd.<br /><br />First off, the packaging.  These aren't your father's K-Cup, where it's an actual cup.  These have a top like the traditional cup (so they'll fit in the brewer) but the bottom is completely different.  It's almost more like a filter than a cup, and kinda rounded rather than cup-shaped.  They come in sealed plastic bags of twelve, so you need to keep them in a ziplock bag or some kind of airtight container once you open the bag, unless you're planning on using them all right away.<br /><br />Second, the flavor.  It's OK, not bad at all, but it just tastes a little off for some reason.  A hint of odd flavor.  Also, it seems to lack body, for want of a better term.  It doesn't have that rich, full, satisfying flavor I expect from a good cup of French Roast.<br /><br />Lastly, it seems to leave more sediment in the bottom of the cup than traditional K-Cups - not sure if that's a by-product of the design or what.<br /><br />Bottom line - it's not like I'm going to throw them away.  I'll keep them and drink them, but I probably won't buy them again.  I much prefer the flavor of just about any regular K-Cup to these, even non-premium brands like Folger's.<br /><br />UPDATE: After drinking my way through the whole case and comparing them with other K-Cup products, I have a bit more appreciation for these and might consider buying them again, particularly given the excellent price of around 38 cents a cup if you use Subscribe and Save.  One other point I neglected to mention in my original review is that these seem to produce more ""crema"" - the brownish foam that appears on top of a good cup of coffee - than most K-Cup products.  Keep an eye out for my reviews of the Rainforest Blend (which I found somewhat weak and flavorless) and Fog Chaser (which just arrived and I've yet to sample) varieties coming soon."
9,9,5,Excellent coffee,"I've been searching for the perfect ""every day"" dark roast coffee and I finally found it.  Melitta Extra Dark European Roast is rich and smooth - no bitterness.  I prefer it over any other mid-priced coffee I've tried, including Starbuck's and Seattle's Best.  I've already reordered."
1,2,5,"NOW, THIS IS REAL ITALIAN COFFEE","I drink this coffee daily and I love it!<br />I am Italian and I know  Lavazza very well, that's the only coffee my family and I drink. If you are expecting a weak taste like the normal american coffee, do not buy this kind.<br />The flavor is strong, just like coffee should be.<br />I would raccomand to make it with of those italian coffee machines like Bialetti."
0,0,5,great product,"I'm so glad we found out about these. Our 6 month old puppy was going through a bag of chew sticks a day. He is on hour 3 of one of these bones and is only about halfway through it. He has been chewing on it non stop for those 3 hours, too. Off to order some more!"
1,1,3,"Not bad, but what's the point when fig bars are so yummy?","Like many of the other reviewers, I grew up with Nabisco Fig Newtons, but am always ready to try something new. Well, I tried this product and liked it well enough, but it doesn't compare with fig newtons so I can't see the point of creating a new product. Hmmmmm... While this product did pass my not-too-sweet test, I didn't like the texture and the dryness of the tiny bits of fig that kept getting caught in my teeth. I found it rather bland.<br /><br />Even as I type this, I'm remembering the texture and moistness of the fig bars and starting to crave one, and truthfully, I can't even recall how these Newtons Fruit Thins tasted. Sorry, but that's the way it is...<br /><br />Reviewed by Betty Dravis, May 25, 2011<br />Author of DREAM REACHERS II (with Chase Von) and other books"
2,4,1,Organic?!? But with CARRAGEENAN?!?,"Besides the shelf life - which IMO organic products shouldn't have too much of - this milk contains Carrageenan - a probable carcinogen!!! Since Amazon doesn't show all ingredients, I had to look them up at the store, and I was shocked when I saw Carrageenan as one of them on this milk!! CARRAGEENAN: a seaweed derivative used in a wide variety of foods and cosmetics. In its native form, it has not been classified as a carcinogen, but in it's degraded or broken down form it has been classified as a possible human carcinogen by the International Agency for Research on Cancer (IARC). Joanne Tobacman, M.D., University of Iowa assistant professor of clinical internal medicine, and researcher on carrageenan, said ""There seems to be enough evidence associating carrageenan with significant gastrointestinal lesions, including malignancies, to avoid ingesting it."" According to Dr. Tobacman, the native carrageenan, after being subjected to stomach acids may be broken down into the degraded form and be a cancer risk. And even if it wasn't, carrageenan cannot be identified as native or degraded on food labels, so there is no way of knowing if you are ingesting carrageenan, the carcinogen or not."
2,2,5,AWESOME ALTERNATIVE!!,"WOW - FINALLY!  I have my own specialty baking business - offering wholesome whole grain cookies and breads - after many requests for lower sugar content, from ""anti-splenda"" folks, I found IDEAL...LOVE it and am so excited to try the BROWN sugar version too... the POWDERED sugar version is good too - slightly different taste in frosting than reg. powdered sugar - suggest half and half... but NOT bitter at all... THANKS Hearland Sweeteners!"
1,1,5,Perfect toddler treat!,My son started eating these at 12 months. He's now 18 months and still loves them!! They're healthy and I feel good about giving them to him. I would say this is his favorite snack - always cheers him up!
0,0,3,OMG SO SALTY!,"I felt like i was eating SEA SALT, I'm giving 3 stars because I liked the packaging, and the company was kind enough to let me return the product."
0,0,4,Does the job,"This shampoo has almost no scent, perhaps because it is intended for men.  It also seems to have low suds, at least less than some I have tried. It appears to work as anti-dandruff also, at least as well as the coal based shampoo that I have been using that my wife dislikes. While I have only used it twice so far, I like the way my hair feels after I use it. I have never before heard of this brand, but I will have to insure I can find where I can get it. (Probably order from Amazon)."
0,0,4,Tasty,"This is a very tasty products, I love the crunch and the favor it gets four thumbs up from me"
1,2,2,Unacceptable quality--Real Food Toppers Chix Breast Treats,"I have purchased these freeze-dried natural chicken breast treats in the past from a few different suppliers so I know what to expect in terms of product characteristics & quality. I have a dentally-challenged senior cat who is diabetic (in remission), has a hyperthyroid condition & mega colon. He has lost several teeth so it was important that I find a treat for him that he likes that not only is natural, without additives or sugars but also has a soft, tender consistency that is easy for him to chew. These Real Food Toppers freeze-dried chicken breast pieces were the perfect solution & my cat loved them. They even print ""soft to chew"" right on the packaging. I found this 2-pack listing on Amazon with an outstanding discounted price so I decided my next order would be from Amazon (I also decided to make it an autoship subscription as well so saving even more $). Unfortunately, when the 1st shipment arrived I was quite disappointed to find chicken pieces that were dried up & hard -- maybe 15% of the pieces were soft enough to give my cat. In fact, because when I offer treats to my cat I normally have to break the large chunks into smaller bite-sized pieces, I found the majority of the product in this order to be so hard I could not even break them apart with my hands. If I attempted to cut them up into much smaller pieces with a knife so he could maybe chew those, the product simply disintegrated into crumbs. All 4 pouches in my order were the same unacceptable quality. I also determined that not a single one had a ""best by"" date on the packaging. Since every other package I'd ever purchased regardless of who the supplier was always had dates on them I figured these pouches must have been very, very old. Because I opened all 4 pouches thinking I'd eventually have to find some acceptable pieces I was unable to return the order. When I receive the 2d shipment if there are no dates on any of the pouches then I'll be returning the order (unopened) otherwise I'll open a pouch & if I find the contents unacceptable I'll return the shipment & cancel the remainder of the autoship subscription."
